350	57.5426
351	59.8606
352	64.9247
353	66.7782
354	70.0373
355	68.9036
356	74.6647
357	71.1028
358	71.7308
359	64.9292
360	59.4388
361	49.4751
362	41.011
363	37.0772
364	42.9257
365	57.7485
366	69.3623
367	77.9144
368	79.902
369	82.0302
370	84.1645
371	84.3001
372	83.9107
373	80.0845
374	74.2896
375	66.4505
376	54.6061
377	44.0006
378	38.9462
379	43.9447
380	54.8892
381	66.6943
382	79.299
383	83.0707
384	87.2789
385	88.8596
386	89.2467
387	91.0674
388	89.6837
389	87.0476
390	82.7357
391	76.5941
392	69.205
393	60.4966
394	54.0417
395	54.0757
396	60.6936
397	71.2765
398	80.96
399	87.7033
400	92.4582
401	94.2396
402	95.0107
403	96.292
404	95.6228
405	95.6367
406	94.9078
407	93.1421
408	91.3817
409	89.0017
410	87.483
411	86.9644
412	88.1456
413	91.8959
414	95.5905
415	97.5645
416	97.9368
417	98.4342
418	98.3556
419	99.1559
420	98.7527
421	99.6847
422	98.892
423	99.5322
424	99.4283
425	99.6045
426	99.3985
427	99.8817
428	99.2757
429	99.4767
430	99.0985
431	99.3173
432	99.4055
433	99.5916
434	99.5322
435	99.6035
436	99.051
437	99.6075
438	99.2589
439	99.7223
440	99.2481
441	99.4619
442	99.7708
443	99.5183
444	99.6104
445	99.5718
446	99.5857
447	99.7223
448	99.5005
449	99.6223
450	99.6253
451	99.6797
452	99.7075
453	99.5985
454	99.5104
455	100.1113
456	99.9133
457	99.8133
458	99.9471
459	99.4945
460	100.0905
461	99.5945
462	99.5629
463	99.5718
464	99.3669
465	100.0025
466	99.7173
467	99.8193
468	99.4867
469	99.4897
470	99.2916
471	99.7055
472	99.7005
473	99.4015
474	99.6143
475	99.7351
476	99.5471
477	99.6055
478	99.7065
479	99.7609
480	99.4817
481	99.7104
482	99.7431
483	99.4025
484	99.6015
485	99.9253
486	99.6015
487	99.8113
488	99.8471
489	99.551
490	99.8302
491	99.7133
492	99.9589
493	99.6045
494	99.8153
495	99.7114
496	99.4253
497	99.5549
498	99.5055
499	99.5025
500	99.6679
501	99.5035
502	99.6699
503	99.3718
504	99.7283
505	99.5945
506	99.6589
507	99.5243
508	99.6737
509	99.8579
510	99.4401
511	99.5312
512	99.3539
513	99.3935
514	99.5124
515	99.3549
516	99.3619
517	99.2421
518	99.3263
519	99.2095
520	99.4877
521	99.4471
522	99.3916
523	99.3491
524	99.1797
525	99.2411
526	99.5005
527	99.2985
528	99.1689
529	99.1322
530	99.4183
531	99.3837
532	99.1619
533	99.2143
534	98.9317
535	99.2728
536	99.0051
537	98.923
538	99.0718
539	98.7256
540	98.8048
541	98.853
542	98.6488
543	98.2996
544	98.195
545	97.8874
546	97.7386
547	97.5732
548	97.2179
549	96.7202
550	96.2232
551	95.2839
552	94.4754
553	93.6058
554	92.101
555	91.0778
556	89.1844
557	87.2133
558	84.8258
559	82.2106
560	78.91
561	75.2003
562	71.4208
563	66.7959
564	61.9329
565	56.8254
566	51.3612
567	45.7352
568	40.2234
569	34.5486
570	29.0822
571	23.9473
572	19.2881
573	15.2425
574	11.6861
575	8.8281
576	6.5082
577	4.7
578	3.3461
579	2.4051
580	1.7489
581	1.3399
582	1.0762
583	0.9237
584	0.8459
585	0.8103
586	0.7954
587	0.7794
588	0.7678
589	0.7453
590	0.7228
591	0.6786
592	0.6402
593	0.5923
594	0.5434
595	0.4929
596	0.441
597	0.3939
598	0.3504
599	0.307
600	0.2728
601	0.248
602	0.2238
603	0.2086
604	0.1976
605	0.1934
606	0.192
607	0.1985
608	0.2029
609	0.2082
610	0.2246
611	0.2317
612	0.246
613	0.2548
614	0.2692
615	0.2771
616	0.2885
617	0.2959
618	0.3024
619	0.3099
620	0.3096
621	0.3131
622	0.3159
623	0.3098
624	0.3077
625	0.3031
626	0.2988
627	0.289
628	0.2786
629	0.2736
630	0.2573
631	0.2493
632	0.2396
633	0.2243
634	0.2115
635	0.2004
636	0.1903
637	0.1804
638	0.1689
639	0.1588
640	0.1482
641	0.1393
642	0.1322
643	0.1239
644	0.1175
645	0.1099
646	0.1018
647	0.0981
648	0.0962
649	0.0926
650	0.0913
651	0.0888
652	0.0862
653	0.0861
654	0.0864
655	0.0876
656	0.088
657	0.0883
658	0.093
659	0.0952
660	0.0999
661	0.1016
662	0.1021
663	0.1068
664	0.1119
665	0.1163
666	0.1192
667	0.1227
668	0.1293
669	0.1332
670	0.1386
671	0.1428
672	0.1484
673	0.1526
674	0.1585
675	0.1629
676	0.1659
677	0.1691
678	0.1757
679	0.1763
680	0.1826
681	0.1852
682	0.19
683	0.1931
684	0.1973
685	0.202
686	0.2024
687	0.2045
688	0.2066
689	0.2074
690	0.2112
691	0.2094
692	0.2106
693	0.2101
694	0.2127
695	0.2141
696	0.2109
697	0.2125
698	0.2112
699	0.2077
700	0.2047
701	0.2006
702	0.2014
703	0.1959
704	0.1907
705	0.1894
706	0.185
707	0.1796
708	0.1764
709	0.1685
710	0.1614
711	0.1584
712	0.1486
713	0.1427
714	0.1385
715	0.1336
716	0.1324
717	0.1244
718	0.1217
719	0.1137
720	0.1094
721	0.1093
722	0.106
723	0.1061
724	0.105
725	0.1082
726	0.1101
