450	4.3004
451	4.0366
452	3.7657
453	3.5496
454	3.4196
455	3.3865
456	3.4475
457	3.5913
458	3.791
459	3.9954
460	4.1315
461	4.1305
462	3.9769
463	3.7136
464	3.4146
465	3.143
466	2.9355
467	2.8061
468	2.759
469	2.7947
470	2.9125
471	3.1042
472	3.3561
473	3.6305
474	3.8608
475	3.9662
476	3.8946
477	3.6632
478	3.3424
479	3.0107
480	2.7204
481	2.4962
482	2.3415
483	2.2544
484	2.2315
485	2.27
486	2.366
487	2.5152
488	2.7043
489	2.9037
490	3.0606
491	3.1095
492	3.0088
493	2.7682
494	2.4457
495	2.109
496	1.8039
497	1.5493
498	1.3468
499	1.1905
500	1.0727
501	0.9868
502	0.9258
503	0.8857
504	0.8636
505	0.8577
506	0.867
507	0.8914
508	0.9319
509	0.99
510	1.0683
511	1.1695
512	1.2992
513	1.4638
514	1.6719
515	1.935
516	2.2642
517	2.6808
518	3.2089
519	3.8795
520	4.7312
521	5.8031
522	7.1543
523	8.8441
524	10.9313
525	13.4639
526	16.4426
527	19.8612
528	23.6429
529	27.6533
530	31.7198
531	35.6522
532	39.3644
533	42.8837
534	46.4869
535	50.9247
536	57.718
537	69.0781
538	84.0538
539	94.8686
540	98.0017
541	97.7066
542	97.1515
543	97.0552
544	97.2101
545	97.2933
546	97.1594
547	96.8745
548	96.6076
549	96.5193
550	96.6912
551	97.1078
552	97.6709
553	98.2374
554	98.6706
555	98.8888
556	98.891
557	98.7462
558	98.5514
559	98.3933
560	98.3189
561	98.3244
562	98.3643
563	98.3789
564	98.3285
565	98.224
566	98.128
567	98.1023
568	98.0796
569	97.6482
570	95.8379
571	91.363
572	83.8215
573	74.8509
574	66.8483
575	60.8778
576	56.6079
577	53.1734
578	49.8533
579	46.2016
580	42.0662
581	37.5537
582	32.8916
583	28.3536
584	24.1613
585	20.4464
586	17.2639
587	14.5863
588	12.3645
589	10.5357
590	9.036
591	7.8146
592	6.8113
593	5.9853
594	5.303
595	4.7376
596	4.2658
597	3.8727
598	3.5443
599	3.2697
600	3.0401
601	2.85
602	2.6916
603	2.5607
604	2.4537
605	2.368
606	2.3011
607	2.2517
608	2.2184
609	2.2005
610	2.1972
611	2.2082
612	2.2333
613	2.2725
614	2.326
615	2.3939
616	2.4764
617	2.5731
618	2.6833
619	2.8055
620	2.9368
621	3.0726
622	3.2061
623	3.3279
624	3.4253
625	3.4837
626	3.4892
627	3.4336
628	3.3173
629	3.1499
630	2.9464
631	2.7235
632	2.4946
633	2.2702
634	2.0578
635	1.8618
636	1.6842
637	1.5254
638	1.3848
639	1.2612
640	1.153
641	1.0589
642	0.9769
643	0.9054
644	0.8431
645	0.7889
646	0.7417
647	0.7008
648	0.6653
649	0.6348
650	0.6085
651	0.5862
652	0.5674
653	0.5518
654	0.539
655	0.529
656	0.5216
657	0.5166
658	0.514
659	0.5137
660	0.5157
661	0.52
662	0.5268
663	0.536
664	0.5478
665	0.5625
666	0.5799
667	0.6005
668	0.6247
669	0.6529
670	0.6855
671	0.7233
672	0.7668
673	0.8169
674	0.8746
675	0.9411
676	1.0179
677	1.1068
678	1.2101
679	1.3305
680	1.4716
681	1.6366
682	1.8315
683	2.063
684	2.3394
685	2.6715
686	3.0714
687	3.5577
688	4.1532
689	4.8874
690	5.7986
691	6.9352
692	8.3616
693	10.1576
694	12.4196
695	15.2563
696	18.7724
697	23.0339
698	28.0062
699	33.4722
700	38.9744
